note,date updated,status,publication_title_original,publication_title_transliteration,print_identifier,online_identifier,date_first_issue_online,num_first_vol_online,num_first_issue_online,date_last_issue_online,num_last_vol_online,num_last_issue_online,title_url,first_author,title_id,embargo_info,coverage_depth,coverage_notes,publisher_name,location,title_notes,staff_notes,vendor_id,oclc_collection_name,oclc_collection_id,oclc_entry_id,oclc_linkscheme,oclc_number,ACTION,Aleph BSN,publication_type,date_monograph_published_print,date_monograph_published_online,monograph_volume,monograph_edition,first_editor,parent_publication_title_id,preceding_publication_title_id,access_type,previous_url
,,oclc ws,Census of the exact sciences in Sanskrit Series A (v.2),,,,,,,,,,http://hdl.handle.net/2333.1/905qg1d7,David Edwin Pingree,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,619804111b,,619804111,,005986993,monograph,,,2,,,,,free,
,,oclc ws,Census of the exact sciences in Sanskrit Series A (v.3),,,,,,,,,,http://hdl.handle.net/2333.1/573n60td,David Edwin Pingree,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,619804111c,,619804111,,005986993,monograph,,,3,,,,,free,
NEED TO ADD URL FOR V.4. NOT ASSOCIATED AS MULTIVOL IN AWDL -,,oclc ws,Census of the exact sciences in Sanskrit Series A (v.4),,,,,,,,,,http://hdl.handle.net/2333.1/2z34tx4j,David Edwin Pingree,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,619804111d,,619804111,raw,5986993,monograph,,,4,,,,,free,
"added this to oclc ws as v.1 (double check if they are added correctly, 1/4/2021. jk) -- taken care of oclc ws duplicate entry (check this later if applied)",,oclc ws,Cercueils anthropoïdes des prêtres de Montou v.1,,,,,,,,,,http://hdl.handle.net/2333.1/2fqz690w,Henri Gauthier,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,734083790,,003497385,monograph,,,1,,,,,free,
,,local update,Cercueils anthropoïdes des prêtres de Montou v.2,,,,,,,,,,http://hdl.handle.net/2333.1/xpnvx8nm,Henri Gauthier,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,734083790,,003497385,monograph,,,2,,,,,free,http://dlib.nyu.edu/awdl/books/cercueilsanthrop02gaut
,,oclc ws,Chester Beatty Biblical papyri IV and V,,,,,,,,,,http://hdl.handle.net/2333.1/4tmpg8x0,Albert Pietersma,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,669336147,,669336147,,004068222,monograph,,,,,,,,free,
,,oclc ws,"Christianity, Judaism and Other Greco-Roman Cults, Volume 2: Early Christianity",,,,,,,,,,http://hdl.handle.net/2333.1/1jwstscj,J. Neusner,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,45842663,,45842663,,003710189,monograph,,,,,,,,free,
OCLC record created 3-23-21,,new title,Circle of Inner Asian Art and Archaeology Newsletter,,1363-7126,,1995,,,1995,,,http://hdl.handle.net/2333.1/r7sqvn4q,,,,,,,,,,,Ancient World Digital Library,global.5644.217,1242938352,,1242938352,,008048647,,,,,,,,,free,
OCLC record created 3-23-21,,new title,Circle of Inner Asian Art and Archaeology Newsletter Issue 1,,,,,,,,,,http://hdl.handle.net/2333.1/66t1g3st,,,,,,,,,,,Ancient World Digital Library,global.5644.217,1242938352,,1242938352,,008048647,,,,,,,,,free,
"hold off 
handle ready as of 2020-01-27",,oclc ws,Circle of Inner Asian Art Newsletter,,1364-9418,1364-9418,1995,,,2005,,,http://hdl.handle.net/2333.1/r7sqvn4q,,,,fulltext,,,,,,,Ancient World Digital Library,global.5644.217,608108449,,608108449,,004127464,,,,,,,,,free,
hold off ,,in progress,Circle of Inner Asian Art Newsletter Issue 10,,,,,,,,,,http://hdl.handle.net/2333.1/1g1jww05,,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,608108449,,004127464,,,,,,,,,free,
hold off ,,in progress,Circle of Inner Asian Art Newsletter Issue 11,,,,,,,,,,http://hdl.handle.net/2333.1/wstqjsd8,,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,608108449,,004127464,,,,,,,,,free,
hold off ,,in progress,Circle of Inner Asian Art Newsletter Issue 12,,,,,,,,,,http://hdl.handle.net/2333.1/s1rn8rwz,,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,608108449,,004127464,,,,,,,,,free,
hold off ,,in progress,Circle of Inner Asian Art Newsletter Issue 13,,,,,,,,,,http://hdl.handle.net/2333.1/n8pk0rct,,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,608108449,,004127464,,,,,,,,,free,
hold off ,,in progress,Circle of Inner Asian Art Newsletter Issue 14,,,,,,,,,,http://hdl.handle.net/2333.1/hhmgqqvb,,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,608108449,,004127464,,,,,,,,,free,
hold off ,,in progress,Circle of Inner Asian Art Newsletter Issue 15,,,,,,,,,,http://hdl.handle.net/2333.1/crjdfqb6,,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,608108449,,004127464,,,,,,,,,free,
hold off ,,in progress,Circle of Inner Asian Art Newsletter Issue 16,,,,,,,,,,http://hdl.handle.net/2333.1/80gb5ptw,,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,608108449,,004127464,,,,,,,,,free,
hold off ,,in progress,Circle of Inner Asian Art Newsletter Issue 17,,,,,,,,,,http://hdl.handle.net/2333.1/4b8gtm1p,,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,608108449,,004127464,,,,,,,,,free,
hold off ,,in progress,Circle of Inner Asian Art Newsletter Issue 18,,,,,,,,,,http://hdl.handle.net/2333.1/0k6djkhb,,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,608108449,,004127464,,,,,,,,,free,
hold off ,,in progress,Circle of Inner Asian Art Newsletter Issue 19,,,,,,,,,,http://hdl.handle.net/2333.1/vt4b8k6n,,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,608108449,,004127464,,,,,,,,,free,
hold off ,,in progress,Circle of Inner Asian Art Newsletter Issue 2,,,,,,,,,,http://hdl.handle.net/2333.1/2fqz638k,,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,608108449,,004127464,,,,,,,,,free,
hold off ,,in progress,Circle of Inner Asian Art Newsletter Issue 20,,,,,,,,,,http://hdl.handle.net/2333.1/r2280jpb,,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,608108449,,004127464,,,,,,,,,free,
hold off ,,in progress,Circle of Inner Asian Art Newsletter Issue 3,,,,,,,,,,http://hdl.handle.net/2333.1/xpnvx2x9,,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,608108449,,004127464,,,,,,,,,free,
hold off ,,in progress,Circle of Inner Asian Art Newsletter Issue 4,,,,,,,,,,http://hdl.handle.net/2333.1/t1g1k034,,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,608108449,,004127464,,,,,,,,,free,
hold off ,,in progress,Circle of Inner Asian Art Newsletter Issue 5,,,,,,,,,,http://hdl.handle.net/2333.1/p8cz8zkh,,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,608108449,,004127464,,,,,,,,,free,
hold off ,,in progress,Circle of Inner Asian Art Newsletter Issue 6,,,,,,,,,,http://hdl.handle.net/2333.1/jh9w0z2c,,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,608108449,,004127464,,,,,,,,,free,
hold off ,,in progress,Circle of Inner Asian Art Newsletter Issue 7,,,,,,,,,,http://hdl.handle.net/2333.1/dr7sqxk4,,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,608108449,,004127464,,,,,,,,,free,
hold off ,,in progress,Circle of Inner Asian Art Newsletter Issue 8,,,,,,,,,,http://hdl.handle.net/2333.1/905qfx21,,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,608108449,,004127464,,,,,,,,,free,
hold off ,,in progress,Circle of Inner Asian Art Newsletter Issue 9,,,,,,,,,,http://hdl.handle.net/2333.1/573n5whf,,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,608108449,,004127464,,,,,,,,,free,
,,local update,Collection d'anciennes étoffes égyptiennes,,,,,,,,,,http://hdl.handle.net/2333.1/kprr57mx,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,744746991,,744746991,,003497390,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/collectiondancie00erre
" updated M, AN - JAS 4/6/21",,oclc ws,"Collection du Docteur Fouquet, du Caire.",,,,,,,,,,http://hdl.handle.net/2333.1/qfttf831,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172806,,746172806,,003497681,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/collectiondudoct00fouq
,,oclc ws,Columbia papyri IX : the Vestis militaris codex (P.Col. IX),,,,,,,,,,http://hdl.handle.net/2333.1/m63xsmx8,Jennifer A. Sheridan,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,606325377,,606325377,,004068912,monograph,,,,,,,,free,
,,oclc ws,Columbia Papyri VII,,,,,,,,,,http://hdl.handle.net/2333.1/kwh70xjb,Roger S. Bagnall,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,669331632,,669331632,,004068227,monograph,,,,,,,,free,
,,oclc ws,Columbia papyri VIII (P.Col. VIII),,,,,,,,,,http://hdl.handle.net/2333.1/7wm37smm,K. A. Worp,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,682467499,,682467499,,004068897,monograph,,,,,,,,free,
,,oclc ws,Columbia papyri X,,,,,,,,,,http://hdl.handle.net/2333.1/h44j148b,Roger S. Bagnall,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,606341826,,606341826,,004068905,monograph,,,,,,,,free,
,,oclc ws,Columbia papyri XI (P.Col. XI),,,,,,,,,,http://hdl.handle.net/2333.1/qz612ndk,Timothy M. Teeter,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,675979462,,675979462,,004092984,monograph,,,,,,,,free,
,,oclc ws,Corpus des ordonnances des Ptolémées (C. Ord. Ptol.),,,,,,,,,,http://hdl.handle.net/2333.1/37pvmjmv,Marie-Thérèse Lenger,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,669326571,,669326571,,005684215,monograph,,,,,,,,free,
Updated this line,,oclc ws,Cult Practices in Ancient Literatures,,,,,,,,,,http://hdl.handle.net/2333.1/5dv41zmf,Franziska Naether,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,1176369802,,1176369802,,007572640,monograph,,,,,,,,free,
,,oclc ws,Cuneiform Inscriptions in the Collection of the Bible Lands Museum Jerusalem : The Emar Tablets,,,,,,,,,,http://hdl.handle.net/2333.1/4b8gtkmk,J.G. Westenholz,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,646929447,,646929447,,003709816,monograph,,,,,,,,free,
,,oclc ws,Currency and Inflation in Fourth Century Egypt,,,,,,,,,,http://hdl.handle.net/2333.1/vq83br0t,Roger S. Bagnall,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,1001271986,,1001271986,,005684875,monograph,,,,,,,,free,
check oclc ws updates has been approved,,local update,Current practice in linked open data for the ancient world,,,,,,,,,,http://doi.org/2333.1/gxd256w7,Tom Elliott,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,1225156132,,004167147,monograph,,,,,,,,free,
,,local update,Das Bundesbuch : ein Kommentar,,,,,,,,,,http://hdl.handle.net/2333.1/kprr50bj,Cornelis Houtman,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,1224917304,,003709871,monograph,,,,,,,,free,
,,local update,Das Egibi Archiv I v.1,,,,,,,,,,http://hdl.handle.net/2333.1/q83bk5f2,C. Wunsch,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,1224935670,,003709841,monograph,,,,,,1,,free,
,,local update,Das Egibi Archiv I v.2,,,,,,,,,,http://hdl.handle.net/2333.1/kkwh72mg,C. Wunsch,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,1224935670,,003709841,monograph,,,,,,2,,free,
,,local update,"Das Kloster am Isisberg : Bericht über die Grabungen der Akademie der Wissenschaften in Wien auf den Friedhöfen von El-Kubanieh, Winter, 1910-1911 : dritter Teil",,,,,,,,,,http://hdl.handle.net/2333.1/zw3r2cdm,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172810,,746172810,,003497695,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/dasklosteramisis00junk
,,oclc ws,Das Re-heiligtum des Königs Ne-woser-re (Rathures) Bd.1,,,,,,,,,,http://hdl.handle.net/2333.1/fttdz2jb,Friedrich Wilhelm von Bissing,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,919909711a,,919909711,,004571745,monograph,,,,,,,,free,
,,oclc ws,Das Re-heiligtum des Königs Ne-woser-re (Rathures) Bd.2,,,,,,,,,,http://hdl.handle.net/2333.1/b5mkkzrx,Friedrich Wilhelm von Bissing,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,919909711b,,919909711,,004571745,monograph,,,,,,,,free,
"updated M, AN - JAS 4/12/21",,oclc ws,Das Symposion Ptolemaios II /,,,,,,,,,,http://hdl.handle.net/2333.1/3n5tbcrj,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,780204399,,780204399,,003497697,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/dassymposionptol00stud
,,oclc ws,Death and taxes : Ostraka in the Royal Ontario Museum I,,,,,,,,,,http://hdl.handle.net/2333.1/h70rz1zt,Alan Edouard Samuel,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,669326398,,669326398,,004068212,monograph,,,,,,,,free,
"changed oclc #
",,local update,Debod bis Bab Kalabsche (t.1),,,,,,,,,,http://hdl.handle.net/2333.1/h1893c35,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172812a,,746103390,,003497706,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/debodbisbabkalab01roed
"changed oclc #
handle points to standalone viewer",,oclc ws,Debod bis Bab Kalabsche (t.2),,,,,,,,,,http://hdl.handle.net/2333.1/9w0vtd9b,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172812b,,746103390,,003497706,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/debodbisbabkalab02roed
" updated M, AN - JAS 4/12/21, changed oclc #",,oclc ws,Debod bis Bab Kalabsche (t.3),,,,,,,,,,http://hdl.handle.net/2333.1/0zpc8hbd,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172812c,,746103390,,003497706,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/debodbisbabkalab03roed
,,oclc ws,Décoration égyptienne,,,,,,,,,,http://hdl.handle.net/2333.1/kkwh732t,Gustave Jéquier,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,747117990,,747117990,,004571625,monograph,,,,,,,,free,
,,oclc ws,"Dendereh, 1898",,,,,,,,,,http://hdl.handle.net/2333.1/fn2z3dtm,W. M. Flinders Petrie,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746177324,,746177324,,003498350,monograph,,,,,,,,free,
,,local update,"Der Tempel von Jerusalem von Salomo bis Herodes : Eine archäologisch-historische Studie unter Berücksichtigung des westsemitischen Tempelbaus, I. Der Tempel Salomons.",,,,,,,,,,http://hdl.handle.net/2333.1/2jm640h5,T.A. Busink,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,561864350,,003709895,monograph,,,,,,,,free,
,,local update,"Descrizione delle medaglie dei Nômi ossia delle antiche province e città dell'Egitto, che si conservano nel R. Museo di Torino del Cav. Giulio de S. Quintino",,,,,,,,,,http://hdl.handle.net/2333.1/rbnzsjmw,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746177325,,746177325,,003498355,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/descrizionedelle00muse
,,oclc ws,"Deshasheh, 1897",,,,,,,,,,http://hdl.handle.net/2333.1/kd51cf9t,W. M. Flinders Petrie,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746177327,,746177327,,003498360,monograph,,,,,,,,free,
,,oclc ws,"Die antiken Vasen von der Akropolis zu Athen, Band 1, Heft 3",,,,,,,,,,http://hdl.handle.net/2333.1/866t1j81,Botho Graef,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,792695127a,,792695127,,004571806,monograph,,,,,,,,free,
,,oclc ws,"Die antiken Vasen von der Akropolis zu Athen, Band 1, Heft 4",,,,,,,,,,http://hdl.handle.net/2333.1/0p2ngh7d,Botho Graef,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,792695127b,,792695127,,004571806,monograph,,,,,,,,free,
,,oclc ws,Die Göttin Mr. T. Entstehung und Verehrung einer Personifikation,,,,,,,,,,http://hdl.handle.net/2333.1/0gb5mnb4,W. Guglielmi,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,945908070,,945908070,,003709890,monograph,,,,,,,,free,
,,oclc ws,Die griechische Daniel-Diegese,,,,,,,,,,http://hdl.handle.net/2333.1/1rn8pmqv,Klaus Berger,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,562131679,,562131679,,003710200,monograph,,,,,,,,free,
,,local update,"Die ḫattisch-hethitischen Bilinguen, I. Einleitung, Texte und Kommentar, Teil 1",,,,,,,,,,http://hdl.handle.net/2333.1/fttdz236,Hans-Siegfried Schuster,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,579028506,,003709856,monograph,,,,,,,,free,
,,local update,Die Kultur des alten Ägyptens,,,,,,,,,,http://hdl.handle.net/2333.1/0vt4bkf4,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,616562777,,616562777,,003498363,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/diekulturdesalte00biss
,,local update,Die Liebe in der altorientalischen Dichtung,,,,,,,,,,http://hdl.handle.net/2333.1/98sf7nsq,Brigitte Musche,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,1224940809,,003710173,monograph,,,,,,,,free,
,,oclc ws,Die Papyri der Universitatsbibliothek Erlangen,,,,,,,,,,http://hdl.handle.net/2333.1/3n5tb734,Wilhelm Schubart,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,970348280,,970348280,,004571795,monograph,,,,,,,,free,
modified URL manually and shared the changes globally on 2-10-2020 jk,,local update,Die Plastik der Ägypter,,,,,,,,,,http://hdl.handle.net/2333.1/83bk3q4p,Hedwig echheimer,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,560383059,,697616080,,003498365,monograph,,,,,,,,free,
modified URL manually and shared the changes globally on 2-10-2020 jk,,local update,Die Reliefs und Malereien des mittleren Reiches (VII.--XVII. Dynastie ca 2475--1580 v. Chr.) : Material zur ägyptischen Kulturgeschichte /,,,,,,,,,,http://hdl.handle.net/2333.1/cvdncqns,Luise Sigwart Klebs,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,866568607,,866568607,,003498366,monograph,,,,,,,,free,
" updated M, AN - JAS 4/12/21, changed oclc #",,oclc ws,Die Sammlung ägyptischer Altertümer im Roemer-Pelizaeus-Museum.,,,,,,,,,,http://hdl.handle.net/2333.1/zs7h4fr1,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172813,,746172813,,003497710,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/diesammlunggyp00kays
,,oclc ws,"Die sassanidischen Staatsinschriften : Studien zur Orthographie und Phonologie des Mittelpersischen der Inschriften zusammen mit einem etymologischen Index des mittelpersischen Wortgutes und einem Textcorpus der behandelten Inschriften. (Textes et mémoires, 8)",,,,,,,,,,http://hdl.handle.net/2333.1/8cz8wc7g,M. Back,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,566176108,,566176108,,003709751,monograph,,,,,,,,free,
,,oclc ws,Die Urkunden des babylonischen Geschäftsmannes Iddin-Marduk v.1 : Zum Handel mit Naturalien im 6. Jahrhundert v. Chr,,,,,,,,,,http://hdl.handle.net/2333.1/kd51c75m,C. Wunsch,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,609535251a,,609535251,,003709843,monograph,,,1,,,,,free,
,,oclc ws,Die Urkunden des babylonischen Geschäftsmannes Iddin-Marduk v.2 : Zum Handel mit Naturalien im 6. Jahrhundert v. Chr,,,,,,,,,,http://hdl.handle.net/2333.1/fn2z36n5,C. Wunsch,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,609535251b,,609535251,,003709843,monograph,,,2,,,,,free,
,,oclc ws,Documentary papyri from the Michigan collection,,,,,,,,,,http://hdl.handle.net/2333.1/wh70s3hv,Gerald M. Browne,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,679943776,,679943776,,004068185,monograph,,,,,,,,free,
,,oclc ws,"Domination and Resistance : Egyptian Military Activity in the Southern Levant, ca. 1300-1185 B.C.",,,,,,,,,,http://hdl.handle.net/2333.1/6hdr7vhh,Michael G. Hasel,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,645900265,,645900265,,003709757,monograph,,,,,,,,free,
,,oclc ws,Dresses in ancient Egypt = Le costume dans l'Egypte ancienne = al-AzyaÌ„Ê¼ fiÌ„ MisÌ£r al-qadiÌ„mah /,,,,,,,,,,http://hdl.handle.net/2333.1/r4xgxjw0,Aḥmad Badawī,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,746172815,,746172815,,003497714,monograph,,,,,,,,free,
add title manually and shared global on 12/10/2020 jk * Not duplicate (different edition),,new title,Early History of the Israelite People: from the written and archaeological sources,,,,,,,,,,http://hdl.handle.net/2333.1/dv41ntvz,Thomas L. Thompson,,,,,,,,Date of Publication: 2000,,Ancient World Digital Library,global.5644.217,1225240315,,1225240315,,003710221,monograph,,,,,,,,free,
modified URL manually and shared the changes globally on 2-10-2020 jk* Not duplicate (different edition),,local update,Early History of the Israelite People: from the written and archaeological sources,,,,,,,,,,http://hdl.handle.net/2333.1/5hqbzn8f,Thomas L. Thompson,,,,,,,,Date of Publication: 1992,,Ancient World Digital Library,global.5644.217,622134924,,622134924,,003710181,monograph,,,,,,,,free,
,,local update,Égypte,,,,,,,,,,http://hdl.handle.net/2333.1/0k6djt9b,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,900704342,,900704342,,003498436,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/gypte00masp
"updated M, AN - JAS 4/12/21; changed oclc #",,oclc ws,Egyptian antiquities in the Pier collection.,,,,,,,,,,http://hdl.handle.net/2333.1/q83bkdp6,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,769625926,,769625926,,003497716,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/egyptianantiquit00pier
Updated this line,,oclc ws,Egyptian cubits and Late Roman architecture,,,,,,,,,,http://hdl.handle.net/2333.1/5tb2rmg1,Corinna Rossi,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,1124934915,,1124934915,,007424173,monograph,,,,,,,,free,
,,local update,"Egyptian decorative art a course of lectures delivered at the Royal Institution,",,,,,,,,,,http://hdl.handle.net/2333.1/kh189d4t,,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,908417072,,908417072,,003497719,monograph,,,,,,,,free,http://dlib.nyu.edu/awdl/books/egyptiandecorati00petr
,,local update,Egyptian Non-Royal Epithets in the Middle Kingdom : A Social and Historical Analysis,,,,,,,,,,http://hdl.handle.net/2333.1/mcvdnfc7,Denise M. Doxey,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,1224935933,,003709882,monograph,,,,,,,,free,
,,oclc ws,Egyptianization and Elite Emulation in Ramesside Palestine : Governance and Accommodation on the Imperial Periphery,,,,,,,,,,http://hdl.handle.net/2333.1/0p2nggs2,Carolyn R. Higginbotham,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,606546040,,606546040,,003709785,monograph,,,,,,,,free,
,,local update,Eine Festschrift für Rykle Borger zu seinem 65. Geburtstag am 24. Mai 1994 : Tikip Santakki Mala Bašmu,,,,,,,,,,http://hdl.handle.net/2333.1/9w0vt654,S.M. Maul,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,1224925259,,003709803,monograph,,,,,,,,free,
,,oclc ws,Eine ptolemäische Königsurkunde,,,,,,,,,,http://hdl.handle.net/2333.1/v41ns67r,L. Koenen,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,669326426 ,,669326426 ,,004571799,monograph,,,,,,,,free,
,,oclc ws,Epilepsy in Babylonia,,,,,,,,,,http://hdl.handle.net/2333.1/r4xgxfxm,M. Stol,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,614988038,,614988038,,003709838,monograph,,,,,,,,free,
,,oclc ws,Epimerismos,,,,,,,,,,http://hdl.handle.net/2333.1/pvmcvkzc,Günter Poethke,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,669336156,,669336156,,005987018,monograph,,,,,,,,free,
,,local update,Ersetzen und Entsühnen : Das Mittelhethitische Ersatzritual für den Großkönig Tuth̬alija (CTH *448.4) und verwandte Texte,,,,,,,,,,http://hdl.handle.net/2333.1/c59zw5hn,Piotr Taracha,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,1224937324,,003709797,monograph,,,,,,,,free,
,,oclc ws,Essays and texts in honor of J. David Thomas,,,,,,,,,,http://hdl.handle.net/2333.1/7m0cg357,Traianos Gagos,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,682462981,,682462981,,004068918,monograph,,,,,,,,free,
,,oclc ws,Essays in honor of C. Bradford Welles,,,,,,,,,,http://hdl.handle.net/2333.1/51c5b4dh,Charles Bradford Welles,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,603247881 ,,603247881 ,,004068172,monograph,,,,,,,,free,
,,local update,Essays on Ancient Egypt in Honour of Herman te Velde,,,,,,,,,,http://hdl.handle.net/2333.1/b5mkkzb1,J. van Dijk,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,1224929038,,003709755,monograph,,,,,,,,free,
,,oclc ws,"Études mithriaques : Actes du 2e Congrès International, Téhéran, du 1er au 8 septembre 1975. (Actes du Congrès, 4)",,,,,,,,,,http://hdl.handle.net/2333.1/905qfwnx,Jacques Duchesne-Guillemin,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,680174552,,680174552,,003709746,monograph,,,,,,,,free,
,,oclc ws,Euripides papyri,,,,,,,,,,http://hdl.handle.net/2333.1/47d7wrtn,Bruce E. Donovan,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,1001281925,,1001281925,,005684905,monograph,,,,,,,,free,
,,local update,"Family Religion in Babylonia, Syria and Israel : Continuity and Change in the Forms of Religious Life",,,,,,,,,,http://hdl.handle.net/2333.1/931zctbr,Karel van der Toorn,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,1224939789,,003710185,monograph,,,,,,,,free,
,,oclc ws,Gears from the Greeks,,,,,,,,,,http://hdl.handle.net/2333.1/jh9w12dk,Derek J. de Solla Price,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,569538090,,569538090,,005986992,monograph,,,,,,,,free,
,,local update,Gilgameš et La Mort : Textes de Tell Haddad VI,,,,,,,,,,http://hdl.handle.net/2333.1/73n5tcws,A. Cavigneaux ,,,,,,,,,,Ancient World Digital Library,global.5644.217,,,1224926227,,003709836,monograph,,,,,,,,free,
,,oclc ws,Gilgamesh and Akka,,,,,,,,,,http://hdl.handle.net/2333.1/b2rbp1jn,D. Katz,,,ebook,,,,,,,Ancient World Digital Library,global.5644.217,606116954,,606116954,,003709877,monograph,,,,,,,,free,
