publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	location	title_notes	staff_notes	vendor_id	oclc_collection_name	oclc_collection_id	oclc_entry_id	oclc_linkscheme	oclc_number	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
La faune momifiée de l'antique Égypte 									http://hdl.handle.net/2333.1/9w0vtffh		9w0vtffh		fulltext							Ancient World Digital Library	global.5644.217	733869120		733869120	monograph								free
La mosquée el-Rifaï au Caire 									http://hdl.handle.net/2333.1/2bvq8dc		2bvq8dc		fulltext							Ancient World Digital Library	global.5644.217	746172857		746172857	monograph								free
La necropoli di Sciatbi (v.1) 									http://hdl.handle.net/2333.1/xksn0d22		xksn0d22		fulltext							Ancient World Digital Library	global.5644.217	769625962a		769625962	monograph			1					free
La necropoli di Sciatbi (v.2) 									http://hdl.handle.net/2333.1/sxksn965		sxksn965		fulltext							Ancient World Digital Library	global.5644.217	769625962b		769625962	monograph			2					free
La reine Hatchepsout : Sources et problèmes 									http://hdl.handle.net/2333.1/rxwdbtpg	S. Ratié	rxwdbtpg		fulltext							Ancient World Digital Library	global.5644.217	644242675		644242675	monograph								free
La sitométrie dans les archives de Zénon 									http://hdl.handle.net/2333.1/bnzs7nxc	T. Reekmans	bnzs7nxc		fulltext							Ancient World Digital Library	global.5644.217	669331691		669331691	monograph								free
Le bordereau d'ensemencement dans l'Égypte ptolémaïque 									http://hdl.handle.net/2333.1/34tmpnfv	Pierre Vidal-Naquet	34tmpnfv		fulltext							Ancient World Digital Library	global.5644.217	682462952		682462952	monograph								free
Le livre des rois d'Égypte : recueil de titres et protocoles royaux, noms propres de rois, reines, princes et princesses, noms de pyramides et de temples solaires, suivi d'un index alphabétique 									http://hdl.handle.net/2333.1/jdfn386z		jdfn386z		fulltext							Ancient World Digital Library	global.5644.217	746172863		746172863	monograph								free
Le musée des bateaux de Chéops près la grande pyramide de Gizah 									http://hdl.handle.net/2333.1/dncjt7n7		dncjt7n7		fulltext							Ancient World Digital Library	global.5644.217	746172864		746172864	monograph								free
Le Musée égyptien recueil de monuments et de notices sur les fouilles d'Égypte 									http://hdl.handle.net/2333.1/8w9gj73v		8w9gj73v		fulltext							Ancient World Digital Library	global.5644.217	746172866		746172866	monograph								free
Le Nome Hermopolite 									http://hdl.handle.net/2333.1/g4f4qx0v	Marie Drew-Bear	g4f4qx0v		fulltext							Ancient World Digital Library	global.5644.217	681278018		681278018	monograph								free
Le régime administratif de l'eau du Nil dans l'Égypte grecque, romaine et byzantine 									http://hdl.handle.net/2333.1/z08kptmw	Danielle Bonneau	z08kptmw		fulltext							Ancient World Digital Library	global.5644.217	651677013		651677013	monograph								free
Le stratège du nome 									http://hdl.handle.net/2333.1/k6djhh6k	Nicolas Hohlwein	k6djhh6k		fulltext							Ancient World Digital Library	global.5644.217	669331686		669331686	monograph								free
Le temple de Kalabchah (fasc.1) 									http://hdl.handle.net/2333.1/rxwdc30g		rxwdc30g		fulltext							Ancient World Digital Library	global.5644.217	746172869a		746172869	monograph								free
Le temple de Kalabchah (fasc.2) 									http://hdl.handle.net/2333.1/n5tb32hd		n5tb32hd		fulltext							Ancient World Digital Library	global.5644.217	746172869b		746172869	monograph								free
Le temple de Kalabchah (fasc.3) 									http://hdl.handle.net/2333.1/hdr7t204		hdr7t204		fulltext							Ancient World Digital Library	global.5644.217	746172869c		746172869	monograph								free
Le temple de Ouadi es-Sebouâ‚ 									http://hdl.handle.net/2333.1/cnp5j1d9		cnp5j1d9		fulltext							Ancient World Digital Library	global.5644.217	746172873		746172873	monograph								free
Leçons sur l'art égyptien 									http://hdl.handle.net/2333.1/d7wm3jtp		d7wm3jtp		fulltext							Ancient World Digital Library	global.5644.217	565971799		565971799	monograph								free
Les antiquites egyptiennes de la collection Fouquet 									http://hdl.handle.net/2333.1/547d86ms		547d86ms		fulltext							Ancient World Digital Library	global.5644.217	746177332		746177332	monograph								free
Les débuts de l’art en Égypte 									http://hdl.handle.net/2333.1/69p8d8b4		69p8d8b4		fulltext							Ancient World Digital Library	global.5644.217	894278021		894278021	monograph								free
Les ostraca grecs de la collection Charles-Edwin Wilbour au Musée de Brooklyn 									http://hdl.handle.net/2333.1/6q573xnt	Claire Préaux	6q573xnt		fulltext							Ancient World Digital Library	global.5644.217	1176371766		1176371766	monograph								free
Les portraits d'Antinoé au Musée Guimet 									http://hdl.handle.net/2333.1/wpzgn3gc		wpzgn3gc		fulltext							Ancient World Digital Library	global.5644.217	746172867		746172867	monograph								free
Les ressources et les activités économiques des églises en Égypte du IVe au VIIIe siècle 									http://hdl.handle.net/2333.1/ffbg7gqg	Ewa Wipszycka	ffbg7gqg		fulltext							Ancient World Digital Library	global.5644.217	681860804 		681860804 	monograph								free
Les titulatures impériales dans les papyrus, les ostraca et les inscriptions d'Égypte (30 a.C.-284 p.C.) 									http://hdl.handle.net/2333.1/gf1vhpdj	Paul Bureth	gf1vhpdj		fulltext							Ancient World Digital Library	global.5644.217	680115902		680115902	monograph								free
Letters from Collections in Philadelphia, Chicago and Berkeley 									http://hdl.handle.net/2333.1/8931zfkz	M. Stol	8931zfkz		fulltext							Ancient World Digital Library	global.5644.217	945914503		945914503	monograph								free
Letters from Yale : Transliterated and Translated 									http://hdl.handle.net/2333.1/mgqnkc5s	M. Stol	mgqnkc5s		fulltext							Ancient World Digital Library	global.5644.217			1182549981	monograph								free
Letters in the British Museum : Transliterated and Translated, Part 2 									http://hdl.handle.net/2333.1/4j0zpf1g	W.H. van Soldt	4j0zpf1g		fulltext							Ancient World Digital Library	global.5644.217			1182548472	monograph								free
Lob der Ištar : Gebet und Ritual an die altbabylonische Venusgöttin 									http://hdl.handle.net/2333.1/qfttf0vp	B. Groneberg	qfttf0vp		fulltext							Ancient World Digital Library	global.5644.217			1224930114	monograph								free
Magic and divination in ancient Palestine and Syria 	9789004105133		1996			1996			http://hdl.handle.net/2333.1/59zw3svk	Jeffers, Ann.	59zw3svk		fulltext		Brill					Ancient World Digital Library	global.5644.217	c5644.847		1141869171	monograph								free
Manuscrits coptes 									http://hdl.handle.net/2333.1/m63xsv84		m63xsv84		fulltext							Ancient World Digital Library	global.5644.217	784193026		784193026	monograph								free
Mari and the Bible 									http://hdl.handle.net/2333.1/dncjt0d3	Abraham Malamat	dncjt0d3		fulltext							Ancient World Digital Library	global.5644.217	606990448		606990448	monograph								free
Matériaux pour servir à l’établissement d’un dictionnaire d’archéologie égyptienne 									http://hdl.handle.net/2333.1/bnzs7t7k		bnzs7t7k		fulltext							Ancient World Digital Library	global.5644.217	746172883		746172883	monograph								free
Mémoire sur les fouilles de Licht 									http://hdl.handle.net/2333.1/pzgmsnh2		pzgmsnh2		fulltext							Ancient World Digital Library	global.5644.217	746172909		746172909	monograph								free
Memphis I 									http://hdl.handle.net/2333.1/70rxwqbg		70rxwqbg		fulltext							Ancient World Digital Library	global.5644.217	899966585		899966585	monograph								free
Mesopotamian Magic: Textual, Historical and Interpretative Perspectives 									http://hdl.handle.net/2333.1/vx0k6gf4	T. Abusch 	vx0k6gf4		fulltext							Ancient World Digital Library	global.5644.217			1224945923	monograph								free
Mesopotamian Planetary Astronomy-Astrology 									http://hdl.handle.net/2333.1/sxksn1zt	D. Brown	sxksn1zt		fulltext							Ancient World Digital Library	global.5644.217	988917284		988917284	monograph								free
Mesopotamian Poetic Language: Sumerian and Akkadian : Proceedings of the Groningen Group for the Study of Mesopotamian Literature, Volume 2 									http://hdl.handle.net/2333.1/jdfn30xc	H.L.J. Vanstiphout 	jdfn30xc		fulltext							Ancient World Digital Library	global.5644.217			1224929194	monograph								free
Mesopotamian Protective Spirits : the ritual texts 									http://hdl.handle.net/2333.1/zpc868st	F.A.M. Wiggerman	zpc868st		fulltext							Ancient World Digital Library	global.5644.217	615013042		615013042	monograph								free
Meydum and Memphis (III) 									http://hdl.handle.net/2333.1/zgmsbpjp		zgmsbpjp		fulltext							Ancient World Digital Library	global.5644.217	54937011		54937011	monograph								free
Michigan papyri (P. Mich. XII) 									http://hdl.handle.net/2333.1/8kprr9fb	Gerald M. Browne	8kprr9fb		fulltext							Ancient World Digital Library	global.5644.217	669331611		669331611	monograph								free
Michigan papyri XIV 									http://hdl.handle.net/2333.1/bcc2fwf8	Vincent P. McCarren	bcc2fwf8		fulltext							Ancient World Digital Library	global.5644.217	681818685		681818685	monograph								free
Mining the archives : festschrift for Christopher Walker on the occasion of his 60th birthday, 4 October 2002 									http://hdl.handle.net/2333.1/qbzkh5rk	Cornelia Wunsch	qbzkh5rk		fulltext							Ancient World Digital Library	global.5644.217	c5644.212		681454637									free
Miroirs 									http://hdl.handle.net/2333.1/tqjq2p2s		tqjq2p2s		fulltext							Ancient World Digital Library	global.5644.217	746172907		746172907	monograph								free
Models of ships and boats 									http://hdl.handle.net/2333.1/k6djhmzh		k6djhmzh		fulltext							Ancient World Digital Library	global.5644.217	746177237		746177237	monograph								free
Monastic estates in late antique and early Islamic Egypt 									http://hdl.handle.net/2333.1/3tx962p2	Sarah Clackson	3tx962p2		fulltext							Ancient World Digital Library	global.5644.217	984129401		984129401	monograph								free
Monuments de l'Égypte et de la Nubie 									http://hdl.handle.net/2333.1/9s4mwhnz		9s4mwhnz		fulltext							Ancient World Digital Library	global.5644.217	746177240		746177240	monograph								free
Municipalité d'Alexandrie Alexandrea ad Aegyptum; guide de la ville ancienne et moderne et du Musée gréco-romain 									http://hdl.handle.net/2333.1/280gbgnr		280gbgnr		fulltext							Ancient World Digital Library	global.5644.217	881561184		881561184	monograph								free
Narrative of the operations and recent discoveries within the pyramids, temples, tombs, and excavations in Egypt and Nubia : and of a journey to the coast of the Red Sea in search of the ancient Berenice, and of another to the oasis of Jupiter Ammon. 									http://hdl.handle.net/2333.1/xgxd2g9r		xgxd2g9r		fulltext							Ancient World Digital Library	global.5644.217	718100157		718100157	monograph								free
Naukratis. 									http://hdl.handle.net/2333.1/sqv9sfr1		sqv9sfr1		fulltext							Ancient World Digital Library	global.5644.217	746177246		746177246	monograph								free
Nekropolis 									http://hdl.handle.net/2333.1/xgxd26w6	Rudolf Pagenstecher	xgxd26w6		fulltext							Ancient World Digital Library	global.5644.217	791947735		791947735	monograph								free
Notice explicative des ruines du temple de Louxor 									http://hdl.handle.net/2333.1/nzs7hf6n		nzs7hf6n		fulltext							Ancient World Digital Library	global.5644.217	746177248		746177248	monograph								free
Notice sur les antiquités égyptiennes du Musée de Lyon 									http://hdl.handle.net/2333.1/j6q57dqk		j6q57dqk		fulltext							Ancient World Digital Library	global.5644.217	746177249		746177249	monograph								free
Numismatique : Égypte ancienne (pt.1) 									http://hdl.handle.net/2333.1/djh9w9zd		djh9w9zd		fulltext							Ancient World Digital Library	global.5644.217	746177252s		746177252	monograph								free
Numismatique : Égypte ancienne (pt.2) 									http://hdl.handle.net/2333.1/8sf7m9gh		8sf7m9gh		fulltext							Ancient World Digital Library	global.5644.217	746177252b		746177252	monograph								free
Octavian's campsite memorial for the Actian War 									http://hdl.handle.net/2333.1/4xgxd7dk	William Michael Murray	4xgxd7dk		fulltext							Ancient World Digital Library	global.5644.217	80562843		80562843	monograph								free
On government and law in Roman Egypt 									http://hdl.handle.net/2333.1/mw6m94sf	Naphtali Lewis	mw6m94sf		fulltext							Ancient World Digital Library	global.5644.217	984128333		984128333	monograph								free
Origins : The Ancient Near Eastern Background of Some Modern Western Institutions 									http://hdl.handle.net/2333.1/573n5w3j	William W. Hallo	573n5w3j		fulltext							Ancient World Digital Library	global.5644.217	604637123		604637123	monograph								free
Ostraka from Trimithis. 									http://hdl.handle.net/2333.1/37pvmfb9		37pvmfb9		fulltext							Ancient World Digital Library	global.5644.217	794976671		794976671	monograph								free
Ostraka in the Royal Ontario Museum II 									http://hdl.handle.net/2333.1/cjsxkz48	Alan Edouard Samuel	cjsxkz48		fulltext							Ancient World Digital Library	global.5644.217	972352582		972352582	monograph								free
P.Berl. 9825 : an elaborate horoscope for 319 CE and its significance for Greek astronomical and astrological practice 			2017			2017			http://doi.org/2333.1/brv15m2n	Greenbaum, Dorian Gieseler	brv15m2n		fulltext		Institute for the Study of the Ancient World, New York University					Ancient World Digital Library	global.5644.217	c5644.331		1004237025	monograph								free
P.Michigan XVI : a Greek love charm from Egypt (P. Mich. 757) 									http://hdl.handle.net/2333.1/7sqv9xn5	David Gray Martinez	7sqv9xn5		fulltext							Ancient World Digital Library	global.5644.217	984128244		984128244	monograph								free
Palestinian Bichrome Ware 									http://hdl.handle.net/2333.1/np5hqdth	Claire Epstein	np5hqdth		fulltext							Ancient World Digital Library	global.5644.217	1134522909		1134522909	monograph								free
Pan du désert 									http://hdl.handle.net/2333.1/hdr7ssp4	A. Bernand	hdr7ssp4		fulltext							Ancient World Digital Library	global.5644.217			1224916209	monograph								free
Papyri from the Michigan collection (P.Mich XI) 									http://hdl.handle.net/2333.1/1c59zzsq	John C. Shelton	1c59zzsq		fulltext							Ancient World Digital Library	global.5644.217	580600908		580600908	monograph								free
Papyri in memory of P.J. Sijpesteijn (P. Sijp.) 									http://hdl.handle.net/2333.1/qnk98z3x	Adriaan Johan Boudewijn Sirks	qnk98z3x		fulltext							Ancient World Digital Library	global.5644.217	651754364		651754364	monograph								free
Papyri in the collection of the Erasmus University (Rotterdam) (P. Erasm. I) 									http://hdl.handle.net/2333.1/k0p2nrzh	P. J. Sijpesteijn	k0p2nrzh		fulltext							Ancient World Digital Library	global.5644.217	669316206		669316206	monograph								free
Papyri variae Alexandrinae et Gissenses 									http://hdl.handle.net/2333.1/tmpg4mgv	Jacques Schwartz	tmpg4mgv		fulltext							Ancient World Digital Library	global.5644.217	579203240		579203240	monograph								free
Papyrus grecs d'époque byzantine (t.1) 									http://hdl.handle.net/2333.1/rr4xh7h2		rr4xh7h2		fulltext							Ancient World Digital Library	global.5644.217	746177253a		746177253	monograph								free
Papyrus grecs d'époque byzantine (t.2) 									http://hdl.handle.net/2333.1/n02v7716		n02v7716		fulltext							Ancient World Digital Library	global.5644.217	746177253b		746177253	monograph								free
Papyrus grecs d'époque byzantine (t.3) 									http://hdl.handle.net/2333.1/h9w0w46k		h9w0w46k		fulltext							Ancient World Digital Library	global.5644.217	746177253c		746177253	monograph								free
Preliminary report on early Byzantine pottery from a building complex at Kenchreai (Greece) 									http://doi.org/2333.1/q83bk6k7	Sebastian Heath	q83bk6k7		fulltext							Ancient World Digital Library	global.5644.217			1225156166	monograph								free
Primitive art in Egypt 									http://hdl.handle.net/2333.1/08kps24d		08kps24d		fulltext							Ancient World Digital Library	global.5644.217	746177259		746177259	monograph								free
Principaux monuments du Musee egyptien de Florence 									http://hdl.handle.net/2333.1/tx95xc6p	William B. Berend	tx95xc6p		fulltext							Ancient World Digital Library	global.5644.217	746177266		746177266	monograph								free
Principles of the Relation between Local Adverb, Verb and Sentence Particle in Hittite 									http://hdl.handle.net/2333.1/3r228292	F.A. Tjerkstra	3r228292		fulltext							Ancient World Digital Library	global.5644.217	637060886		637060886	monograph								free
Proceedings of the twelfth international congress of papyrology 									http://hdl.handle.net/2333.1/rr4xh2z5	Deborah H. Samuel	rr4xh2z5		fulltext							Ancient World Digital Library	global.5644.217	983467848		983467848	monograph								free
Ptocheia, or, Odysseus in disguise at Troy (P.Köln VI 245) 									http://hdl.handle.net/2333.1/44j0zs3c	Maryline G. Parca	44j0zs3c		fulltext							Ancient World Digital Library	global.5644.217	644158104		644158104	monograph								free
Ptolemy and the foundations of ancient mathematical optics 									http://hdl.handle.net/2333.1/s1rn8w5q	A. Mark Smith	s1rn8w5q		fulltext							Ancient World Digital Library	global.5644.217	81282547		81282547	monograph								free
Ptolemy's theory of visual perception 									http://hdl.handle.net/2333.1/6q573x46	Alexander Jones	6q573x46		fulltext							Ancient World Digital Library	global.5644.217	81166765		81166765	monograph								free
Public organization in ancient Greece : a documentary study 									http://hdl.handle.net/2333.1/vdnck30q	Nicholas F. Jones	vdnck30q		fulltext							Ancient World Digital Library	global.5644.217	988016058		988016058	monograph								free
Recherches de papyrologie littéraire 									http://hdl.handle.net/2333.1/zcrjdn2p	Paul Mertens	zcrjdn2p		fulltext							Ancient World Digital Library	global.5644.217	692051330		692051330	monograph								free
Register of Oxyrhynchites, 30 B.C.-A.D. 96 									http://hdl.handle.net/2333.1/n5tb2v4b	Brian W. Jones	n5tb2v4b		fulltext							Ancient World Digital Library	global.5644.217	681815466		681815466	monograph								free
Regnal Formulas in Byzantine Egypt 									http://hdl.handle.net/2333.1/mkkwhcf4	Roger S. Bagnall 	mkkwhcf4		fulltext							Ancient World Digital Library	global.5644.217	669326384		669326384	monograph								free
Répertoire généalogique et onomastique du Musée du Caire 									http://hdl.handle.net/2333.1/31zcrvc6		31zcrvc6		fulltext							Ancient World Digital Library	global.5644.217	746177268		746177268	monograph								free
Reports of proceedings in papyri 									http://hdl.handle.net/2333.1/70rxwk3z	R.A. Coles	70rxwk3z		fulltext							Ancient World Digital Library	global.5644.217	669316213		669316213	monograph								free
Representing power in ancient Inner Asia: legitimacy, transmission and the sacred 									http://hdl.handle.net/2333.1/9ghx3qxx	Isabelle Charleux	9ghx3qxx		fulltext							Ancient World Digital Library	global.5644.217	1176469305		1176469305	monograph								free
Review of Ptolemaic Numismatics, 1996 to 2007 									http://doi.org/2333.1/9s4mw84w		9s4mw84w		fulltext							Ancient World Digital Library	global.5644.217	811756919		811756919	monograph								free
Rome and the economic integration of empire 									http://doi.org/2333.1/280gb73f		280gb73f		fulltext							Ancient World Digital Library	global.5644.217	817965432		817965432	monograph								free
Royal administration and national religion in ancient Palestine 			1982			1982			http://hdl.handle.net/2333.1/p5hqc1fq	G.W. Ahlström	p5hqc1fq		fulltext		Brill					Ancient World Digital Library	global.5644.217	c5644.848		564383198	monograph								free
Saite and Persian demotic cattle documents : a study in legal forms and principles in ancient Egypt (P.CattleDocs.) 									http://hdl.handle.net/2333.1/hdr7stn3	Eugene Cruz-Uribe	hdr7stn3		fulltext							Ancient World Digital Library	global.5644.217	988217271		988217271	monograph								free
Sarcophages antérieurs au Nouvel Empire 									http://hdl.handle.net/2333.1/tht76tj5		tht76tj5		fulltext							Ancient World Digital Library	global.5644.217	746177269		746177269	monograph								free
Sarcophages de l'époque bubastite à l'époque saïte t.1 									http://hdl.handle.net/2333.1/pvmcvqrr		pvmcvqrr		fulltext							Ancient World Digital Library	global.5644.217	746177270a		746177270	monograph								free
Sarcophages de l'époque bubastite à l'époque saïte t.2 									http://hdl.handle.net/2333.1/k3j9kq8w		k3j9kq8w		fulltext							Ancient World Digital Library	global.5644.217	746177270b		746177270	monograph								free
Saros cycle dates and related Babylonian astronomical texts 									http://hdl.handle.net/2333.1/bg79cxnb	Asger Aaboe	bg79cxnb		fulltext							Ancient World Digital Library	global.5644.217	81150006		81150006	monograph								free
Scarab-shaped seals 									http://hdl.handle.net/2333.1/9kd51p7d		9kd51p7d		fulltext							Ancient World Digital Library	global.5644.217	746177272		746177272	monograph								free
Scarabs 									http://hdl.handle.net/2333.1/5tb2rnpp		5tb2rnpp		fulltext							Ancient World Digital Library	global.5644.217	689358134		689358134	monograph								free
Selected Papers. 2. : (Hommages et Opera minora, 6) 									http://hdl.handle.net/2333.1/crjdfpx3	W.B. Henning	crjdfpx3		fulltext							Ancient World Digital Library	global.5644.217	1164077052		1164077052	monograph								free
Seleucid Archival Texts in the Harvard Semitic Museum 									http://hdl.handle.net/2333.1/7d7wm51r	R. Wallenfels	7d7wm51r		fulltext							Ancient World Digital Library	global.5644.217	988915375		988915375	monograph								free
Shenoute's Name 									http://hdl.handle.net/2333.1/05qfv49m	Roger S. Bagnall	05qfv49m		fulltext							Ancient World Digital Library	global.5644.217	1178767842		1178767842	monograph								free
Sigla and select marginalia in Greek literary papyri 									http://hdl.handle.net/2333.1/f7m0crgm	Kathleen McNamee	f7m0crgm		fulltext							Ancient World Digital Library	global.5644.217	669344520		669344520	monograph								free
Siut - Theben : Zur Wertschätzung von Traditionen im alten Ägypten 									http://hdl.handle.net/2333.1/2rbnzv07	Jochem Kahl	2rbnzv07		fulltext							Ancient World Digital Library	global.5644.217	945915358		945915358	monograph								free
Statuen und Statuetten von Königen und Privatleuten im Museum von Kairo, Nr. 1-1294 53 									http://hdl.handle.net/2333.1/2280gn6t		2280gn6t		fulltext							Ancient World Digital Library	global.5644.217	746177276		746177276	monograph								free
Status declarations in Roman Egypt 									http://hdl.handle.net/2333.1/rv15dxzp	C. A. Nelson	rv15dxzp		fulltext							Ancient World Digital Library	global.5644.217	654509633		654509633	monograph								free
Steingefässe / (v.1) 									http://hdl.handle.net/2333.1/x95x6mwt		x95x6mwt		fulltext							Ancient World Digital Library	global.5644.217	746177277a		746177277	monograph			1					free
Steingefässe / (v.2) 									http://hdl.handle.net/2333.1/sn02vj17		sn02vj17		fulltext							Ancient World Digital Library	global.5644.217	746177277b		746177277	monograph			2					free
Studies in Exegesis : Christian Critiques of Jewish Law and Rabbinic Responses 70-300 CE 									http://hdl.handle.net/2333.1/4mw6mbrc	Herbert W. Basser	4mw6mbrc		fulltext							Ancient World Digital Library	global.5644.217	60245831		60245831	monograph								free
Studies on the Hasmonean Period 									http://hdl.handle.net/2333.1/vq83bn06	J. Efron	vq83bn06		fulltext							Ancient World Digital Library	global.5644.217	572914924		572914924	monograph								free
Studies on the Neoplatonist Hierocles 									http://hdl.handle.net/2333.1/sn02vd83	Ilsetraut Hadot	sn02vd83		fulltext							Ancient World Digital Library	global.5644.217	317882442		317882442	monograph								free
Tables d'offrandes 									http://hdl.handle.net/2333.1/dbrv1gjr		dbrv1gjr		fulltext							Ancient World Digital Library	global.5644.217	769626035		769626035	monograph								free
Tables of Synodic Events from -800 to 1650 Using Modern and Almagest Models 									http://hdl.handle.net/2333.1/2fqz68dk	Christián C.Carman	2fqz68dk		fulltext							Ancient World Digital Library	global.5644.217	1091358189		1091358189	monograph								free
Tanis 									http://hdl.handle.net/2333.1/8kprrfzs		8kprrfzs		fulltext							Ancient World Digital Library	global.5644.217	697758386		697758386	monograph								free
Tarkhan I and Memphis V 									http://hdl.handle.net/2333.1/4tmpgfgw		4tmpgfgw		fulltext							Ancient World Digital Library	global.5644.217	746177287		746177287	monograph								free
Textcorpus und Wörterbuch : Aspekte zur ägyptischen Lexikographie 									http://hdl.handle.net/2333.1/3ffbg94z	Herausgegeben von Stefan Grunert und Ingelore Hafemann	3ffbg94z		fulltext							Ancient World Digital Library	global.5644.217	606389399		606389399	monograph								free
The Age of Solomon : Scholarship at the Turn of the Millennium 									http://hdl.handle.net/2333.1/xsj3v06b	Lowell K. Handy	xsj3v06b		fulltext							Ancient World Digital Library	global.5644.217			1224941020	monograph								free
The Amarna Scholarly Tablets 									http://hdl.handle.net/2333.1/66t1g3cx	S. Izre'el	66t1g3cx		fulltext							Ancient World Digital Library	global.5644.217			1224930388	monograph								free
The Balaam Text from Deir 'Alla Re-Evaluated : Proceedings of the Symposium held at Leiden, 21-24 August 1989 									http://hdl.handle.net/2333.1/hqbzkjv4	J. Hoftijzer	hqbzkjv4		fulltext							Ancient World Digital Library	global.5644.217			1224909030	monograph								free
The book of the kings of Egypt : or, The Ka, Nebti, Horus, Suten Bat, and Rä names of the pharaohs with transliterations from Menes, the first dynastic king of Egypt, to the emperor Decius, with chapters on the royal names, chronology, etc 									http://hdl.handle.net/2333.1/1ns1rz9m		1ns1rz9m		fulltext							Ancient World Digital Library	global.5644.217	730929777		730929777	monograph								free
The Care of the Elderly in the Ancient Near East 									http://hdl.handle.net/2333.1/dz08krk1	Marten Stol	dz08krk1		fulltext							Ancient World Digital Library	global.5644.217			1224927093	monograph								free
The Cemeteries of Abydos (pt.3) 									http://hdl.handle.net/2333.1/b5mkm6kb		b5mkm6kb		fulltext							Ancient World Digital Library	global.5644.217	744746961		744746961	monograph								free
The civilization of the ancient Egyptians. 									http://hdl.handle.net/2333.1/fxpnw74w		fxpnw74w		fulltext							Ancient World Digital Library	global.5644.217	697669343		697669343	monograph								free
The Constantian Monetary Revolution 									http://hdl.handle.net/2333.1/3n5tb9sc	Roger S. Bagnall	3n5tb9sc		fulltext							Ancient World Digital Library	global.5644.217	1091058749		1091058749	monograph								free
The Construction of the Assyrian Empire : A Historical Study of the Inscriptions of Shalmaneser III (859-824 B.C.) Relating to His Campaigns to the West 									http://hdl.handle.net/2333.1/83bk3m3t	Shigeo Yamada	83bk3m3t		fulltext							Ancient World Digital Library	global.5644.217	606551562		606551562	monograph								free
The cosmos in the Antikythera mechanism 									http://doi.org/2333.1/xgxd26r7		xgxd26r7		fulltext							Ancient World Digital Library	global.5644.217	828186961		828186961	monograph								free
The Domestication of Metals : The Rise of Complex Metal Industries in Anatolia 									http://hdl.handle.net/2333.1/gxd25616	K. Aslıhan Yener	gxd25616		fulltext							Ancient World Digital Library	global.5644.217	606497377		606497377	monograph								free
The Egyptian book of the dead 									http://hdl.handle.net/2333.1/zpc8695p	Charles Henry Stanley Davis	zpc8695p		fulltext							Ancient World Digital Library	global.5644.217	812132275		812132275	monograph								free
The Elephantine papyri in English : three millennia of cross-cultural continuity and change 									http://hdl.handle.net/2333.1/q573n7pr	Bezalel Porten	q573n7pr		fulltext							Ancient World Digital Library	global.5644.217	922645875		922645875	monograph								free
The epoch dates of the Antikythera mechanism 									http://hdl.handle.net/2333.1/ffbg7m07	Alexander Jones	ffbg7m07		fulltext							Ancient World Digital Library	global.5644.217	1141869012		1141869012	monograph								free
The Eschatology of the Book of Jubilees 									http://hdl.handle.net/2333.1/ncjsxnpn	G.L. Davenport	ncjsxnpn		fulltext							Ancient World Digital Library	global.5644.217			1224929365	monograph								free
The fall of Samaria : an historical and archaeological study 			1992			1992			http://hdl.handle.net/2333.1/pc866vxt	Bob Becking	pc866vxt		fulltext		Brill					Ancient World Digital Library	global.5644.217	c5644.849		645909802	monograph								free
The festival-hall of Osorkon II : in the great temple of Bubastis (1897-1889) 									http://hdl.handle.net/2333.1/xsj3v7hz		xsj3v7hz		fulltext							Ancient World Digital Library	global.5644.217	746172827		746172827	monograph								free
The four Greek hymns of Isidorus and the cult of Isis 									http://hdl.handle.net/2333.1/wm37pzfs	Vera Frederika Vanderlip	wm37pzfs		fulltext							Ancient World Digital Library	global.5644.217	681861070		681861070	monograph								free
The Harappan civilization and its writing a model for the decipherment of the Indus script 									http://hdl.handle.net/2333.1/d2547g3f	Walter A. Fairservis, Jr.	d2547g3f		fulltext							Ancient World Digital Library	global.5644.217	643987607		643987607	monograph								free
The Herakleopolite Nome 									http://hdl.handle.net/2333.1/cc2fr3qm	Maria Rosaria Falivene	cc2fr3qm		fulltext							Ancient World Digital Library	global.5644.217	682021056 		682021056 	monograph								free
The later Roman colonate and freedom 									http://hdl.handle.net/2333.1/tdz08w9g	Miroslava Mirković	tdz08w9g		fulltext							Ancient World Digital Library	global.5644.217	81171531		81171531	monograph								free
The Laws of Eshnunna 									http://hdl.handle.net/2333.1/ngf1vkbb	R. Yaron	ngf1vkbb		fulltext							Ancient World Digital Library	global.5644.217	580775933		580775933	monograph								free
The Laws of the Hittites : A Critical Edition 									http://hdl.handle.net/2333.1/tx95x879	Harry Angier Hoffner, Jr.	tx95x879		fulltext							Ancient World Digital Library	global.5644.217	645880025		645880025	monograph								free
The manners and customs of the ancient Egyptians (v.1) 									http://hdl.handle.net/2333.1/8gthtjbn		8gthtjbn		fulltext							Ancient World Digital Library	global.5644.217	746172879a		746172879	monograph			1					free
The manners and customs of the ancient Egyptians (v.2) 									http://hdl.handle.net/2333.1/4qrfjht9		4qrfjht9		fulltext							Ancient World Digital Library	global.5644.217	746172879b		746172879	monograph			2					free
