"note","date updated","status","publication_title","print_identifier","online_identifier","date_first_issue_online","num_first_vol_online","num_first_issue_online","date_last_issue_online","num_last_vol_online","num_last_issue_online","title_url","first_author","title_id","embargo_info","coverage_depth","notes","publisher_name","publication_type","date_monograph_published_print","date_monograph_published_online","monograph_volume","monograph_edition","first_editor","parent_publication_title_id","preceding_publication_title_id","access_type","location","title_notes","staff_notes","vendor_id","oclc_collection_name","oclc_collection_id","oclc_entry_id","oclc_linkscheme","oclc_number","ACTION","Aleph BSN","previous_url"
"updated M, AN - JAS 4/12/21 ",,"oclc ws","Leçons sur l'art égyptien",,,,,,,,,"http://hdl.handle.net/2333.1/d7wm3jtp",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",565971799,,565971799,,3498372,"http://dlib.nyu.edu/awdl/books/leonssurlart00capa"
,,"modified oclc ws","Les antiquites egyptiennes de la collection Fouquet",,,,,,,,,"http://hdl.handle.net/2333.1/547d86ms",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746177332,,746177332,,3498368,"http://dlib.nyu.edu/awdl/books/lesantiquits00fouq"
"updated M, AN - JAS 4/12/21 ",,"oclc ws","Les débuts de l’art en Égypte",,,,,,,,,"http://hdl.handle.net/2333.1/69p8d8b4",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",894278021,,894278021,,3497736,"http://dlib.nyu.edu/awdl/books/einfhrungindie00biss"
,,"oclc ws","Les ostraca grecs de la collection Charles-Edwin Wilbour au Musée de Brooklyn",,,,,,,,,"http://hdl.handle.net/2333.1/6q573xnt","Claire Préaux",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",1176371766,,1176371766,,7572641,
,,"modified oclc ws","Les portraits d'Antinoé au Musée Guimet",,,,,,,,,"http://hdl.handle.net/2333.1/wpzgn3gc",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746172867,,746172867,,3497864,"http://dlib.nyu.edu/awdl/books/lesportraitsdant00guim"
,,"oclc ws","Les ressources et les activités économiques des églises en Égypte du IVe au VIIIe siècle",,,,,,,,,"http://hdl.handle.net/2333.1/ffbg7gqg","Ewa Wipszycka",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",681860804,,681860804,,5823937,
,,"oclc ws","Les titulatures impériales dans les papyrus, les ostraca et les inscriptions d'Égypte (30 a.C.-284 p.C.)",,,,,,,,,"http://hdl.handle.net/2333.1/gf1vhpdj","Paul Bureth",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",680115902,,680115902,,5684181,
,,"oclc ws","Letters from Collections in Philadelphia, Chicago and Berkeley",,,,,,,,,"http://hdl.handle.net/2333.1/8931zfkz","M. Stol",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",945914503,,945914503,,3709721,
,,"modified oclc ws","Letters from Yale : Transliterated and Translated",,,,,,,,,"http://hdl.handle.net/2333.1/mgqnkc5s","M. Stol",,,,,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",,,1182549981,,3709733,
,,"modified oclc ws","Letters in the British Museum : Transliterated and Translated, Part 2",,,,,,,,,"http://hdl.handle.net/2333.1/4j0zpf1g","W.H. van Soldt",,,,,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",,,1182548472,,3709736,
,,"modified oclc ws","Lob der Ištar : Gebet und Ritual an die altbabylonische Venusgöttin",,,,,,,,,"http://hdl.handle.net/2333.1/qfttf0vp","B. Groneberg",,,,,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",,,1224930114,,3709850,
,,"oclc ws","Magic and divination in ancient Palestine and Syria",9789004105133,,1996,,,1996,,,"http://hdl.handle.net/2333.1/59zw3svk","Jeffers, Ann.",,,"ebook",,"Brill","monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","c5644.847",,1141869171,,3710187,
,,"modified oclc ws","Manuscrits coptes /",,,,,,,,,"http://hdl.handle.net/2333.1/m63xsv84",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",784193026,,784193026,,3497891,"http://dlib.nyu.edu/awdl/books/manuscritscoptes00muni"
,,"oclc ws","Mari and the Bible",,,,,,,,,"http://hdl.handle.net/2333.1/dncjt0d3","Abraham Malamat",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",606990448,,606990448,,3710166,
"updated M, AN - JAS 4/12/21 ",,"oclc ws","Matériaux pour servir à l’établissement d’un dictionnaire d’archéologie égyptienne",,,,,,,,,"http://hdl.handle.net/2333.1/bnzs7t7k",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746172883,,746172883,,3497896,"http://dlib.nyu.edu/awdl/books/matriauxpourse00jq"
,,"modified oclc ws","Mémoire sur les fouilles de Licht /",,,,,,,,,"http://hdl.handle.net/2333.1/pzgmsnh2",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746172909,,746172909,,3497988,"http://dlib.nyu.edu/awdl/books/mmoiresurlesfo06gaut"
"updated M, AN - JAS 4/12/21 ",,"oclc ws","Memphis I /",,,,,,,,,"http://hdl.handle.net/2333.1/70rxwqbg",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",899966585,,899966585,,3497969,"http://dlib.nyu.edu/awdl/books/memphisi00petr"
,,"modified oclc ws","Mesopotamian Magic: Textual, Historical and Interpretative Perspectives",,,,,,,,,"http://hdl.handle.net/2333.1/vx0k6gf4","T. Abusch ",,,,,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",,,1224945923,,3709767,
,,"oclc ws","Mesopotamian Planetary Astronomy-Astrology",,,,,,,,,"http://hdl.handle.net/2333.1/sxksn1zt","D. Brown",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",988917284,,988917284,,3709833,
,,"modified oclc ws","Mesopotamian Poetic Language: Sumerian and Akkadian : Proceedings of the Groningen Group for the Study of Mesopotamian Literature, Volume 2",,,,,,,,,"http://hdl.handle.net/2333.1/jdfn30xc","H.L.J. Vanstiphout ",,,,,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",,,1224929194,,3709848,
,,"oclc ws","Mesopotamian Protective Spirits : the ritual texts",,,,,,,,,"http://hdl.handle.net/2333.1/zpc868st","F.A.M. Wiggerman",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",615013042,,615013042,,3709802,
"updated M, AN - JAS 4/12/21 ",,"oclc ws","Meydum and Memphis (III) /",,,,,,,,,"http://hdl.handle.net/2333.1/zgmsbpjp",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",54937011,,54937011,,3497982,"http://dlib.nyu.edu/awdl/books/meydummemphisiii00petr"
,,"oclc ws","Michigan papyri (P. Mich. XII)",,,,,,,,,"http://hdl.handle.net/2333.1/8kprr9fb","Gerald M. Browne",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",669331611,,669331611,,4213569,
,,"oclc ws","Michigan papyri XIV",,,,,,,,,"http://hdl.handle.net/2333.1/bcc2fwf8","Vincent P. McCarren",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",681818685,,681818685,,4213568,
"Removed the newer entry (request oclc ws to remove dup - check if applied, 1/4/2021, jk)",,"oclc ws","Mining the archives : festschrift for Christopher Walker on the occasion of his 60th birthday, 4 October 2002",,,,,,,,,"http://hdl.handle.net/2333.1/qbzkh5rk","Cornelia Wunsch",,,"ebook",,,,,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","c5644.212",,681454637,,4571800,
,,"modified oclc ws","Miroirs /",,,,,,,,,"http://hdl.handle.net/2333.1/tqjq2p2s",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746172907,,746172907,,3497984,"http://dlib.nyu.edu/awdl/books/miroirs00bn"
,,"modified oclc ws","Models of ships and boats /",,,,,,,,,"http://hdl.handle.net/2333.1/k6djhmzh",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746177237,,746177237,,3498016,"http://dlib.nyu.edu/awdl/books/modelsofshipsboa00reis"
,,"oclc ws","Monastic estates in late antique and early Islamic Egypt",,,,,,,,,"http://hdl.handle.net/2333.1/3tx962p2","Sarah Clackson",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",984129401,,984129401,,4068926,
,,"modified oclc ws","Monuments de l'Égypte et de la Nubie",,,,,,,,,"http://hdl.handle.net/2333.1/9s4mwhnz",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746177240,,746177240,,3498025,"http://dlib.nyu.edu/awdl/books/monumentsdelgy12cham"
,,"modified oclc ws","Municipalité d'Alexandrie Alexandrea ad Aegyptum; guide de la ville ancienne et moderne et du Musée gréco-romain",,,,,,,,,"http://hdl.handle.net/2333.1/280gbgnr",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",881561184,,881561184,,3498032,"http://dlib.nyu.edu/awdl/books/municipalitdal00brec"
,,"modified oclc ws","Narrative of the operations and recent discoveries within the pyramids, temples, tombs, and excavations in Egypt and Nubia : and of a journey to the coast of the Red Sea in search of the ancient Berenice, and of another to the oasis of Jupiter Ammon. /",,,,,,,,,"http://hdl.handle.net/2333.1/xgxd2g9r",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",718100157,,718100157,,3498033,"http://dlib.nyu.edu/awdl/books/narrativeofopera00belz"
,,"modified oclc ws","Naukratis.",,,,,,,,,"http://hdl.handle.net/2333.1/sqv9sfr1",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746177246,,746177246,,3498036,"http://dlib.nyu.edu/awdl/books/naukratis06egyp"
,,"oclc ws","Nekropolis",,,,,,,,,"http://hdl.handle.net/2333.1/xgxd26w6","Rudolf Pagenstecher",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",791947735,,791947735,,4571752,
"updated M, AN - JAS 4/12/21 ",,"oclc ws","Notice explicative des ruines du temple de Louxor /",,,,,,,,,"http://hdl.handle.net/2333.1/nzs7hf6n",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746177248,,746177248,,3498042,"http://dlib.nyu.edu/awdl/books/noticeexplicativ00dare"
,,"modified oclc ws","Notice sur les antiquités égyptiennes du Musée de Lyon",,,,,,,,,"http://hdl.handle.net/2333.1/j6q57dqk",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746177249,,746177249,,3498044,"http://dlib.nyu.edu/awdl/books/noticesurlesanti00lyon"
"updated M, AN - JAS 4/12/21 ",,"oclc ws","Numismatique : Égypte ancienne (pt.1)",,,,,,,,,"http://hdl.handle.net/2333.1/djh9w9zd",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","746177252s",,746177252,,3498046,"http://dlib.nyu.edu/awdl/books/numismatiquegy01feua"
"updated M, AN - JAS 4/12/21 ",,"oclc ws","Numismatique : Égypte ancienne (pt.2)",,,,,,,,,"http://hdl.handle.net/2333.1/8sf7m9gh",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","746177252b",,746177252,,3498046,"http://dlib.nyu.edu/awdl/books/numismatiquegy02feua"
,,"oclc ws","Octavian's campsite memorial for the Actian War",,,,,,,,,"http://hdl.handle.net/2333.1/4xgxd7dk","William Michael Murray",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",80562843,,80562843,,5987005,
,,"oclc ws","On government and law in Roman Egypt",,,,,,,,,"http://hdl.handle.net/2333.1/mw6m94sf","Naphtali Lewis",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",984128333,,984128333,,4068903,
,,"oclc ws","Origins : The Ancient Near Eastern Background of Some Modern Western Institutions",,,,,,,,,"http://hdl.handle.net/2333.1/573n5w3j","William W. Hallo",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",604637123,,604637123,,3710183,
"Added handle link - 1/11/21 gm",,"oclc ws","Ostraka from Trimithis.",,,,,,,,,"http://hdl.handle.net/2333.1/37pvmfb9",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",794976671,,794976671,,3636668,
,,"oclc ws","Ostraka in the Royal Ontario Museum II",,,,,,,,,"http://hdl.handle.net/2333.1/cjsxkz48","Alan Edouard Samuel",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",972352582,,972352582,,4844155,
"Removed the newer entry (request oclc ws to remove dup - check if applied, 1/4/2021, jk)",,"oclc ws","P.Berl. 9825 : an elaborate horoscope for 319 CE and its significance for Greek astronomical and astrological practice",,,2017,,,2017,,,"http://doi.org/2333.1/brv15m2n","Greenbaum, Dorian Gieseler",,,"ebook",,"Institute for the Study of the Ancient World, New York University","monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","c5644.331",,1004237025,,5747310,
,,"oclc ws","P.Michigan XVI : a Greek love charm from Egypt (P. Mich. 757)",,,,,,,,,"http://hdl.handle.net/2333.1/7sqv9xn5","David Gray Martinez",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",984128244,,984128244,,4068898,
,,"oclc ws","Palestinian Bichrome Ware",,,,,,,,,"http://hdl.handle.net/2333.1/np5hqdth","Claire Epstein",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",1134522909,,1134522909,,3710235,
,,"modified oclc ws","Pan du désert",,,,,,,,,"http://hdl.handle.net/2333.1/hdr7ssp4","A. Bernand",,,,,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",,,1224916209,,3710210,
,,"oclc ws","Papyri from the Michigan collection (P.Mich XI)",,,,,,,,,"http://hdl.handle.net/2333.1/1c59zzsq","John C. Shelton",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",580600908,,580600908,,4068192,
,,"oclc ws","Papyri in memory of P.J. Sijpesteijn (P. Sijp.)",,,,,,,,,"http://hdl.handle.net/2333.1/qnk98z3x","Adriaan Johan Boudewijn Sirks",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",651754364,,651754364,,4068914,
,,"oclc ws","Papyri in the collection of the Erasmus University (Rotterdam) (P. Erasm. I)",,,,,,,,,"http://hdl.handle.net/2333.1/k0p2nrzh","P. J. Sijpesteijn",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",669316206,,669316206,,7572642,
,,"oclc ws","Papyri variae Alexandrinae et Gissenses",,,,,,,,,"http://hdl.handle.net/2333.1/tmpg4mgv","Jacques Schwartz",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",579203240,,579203240,,5987017,
,,"modified oclc ws","Papyrus grecs d'époque byzantine (t.1)",,,,,,,,,"http://hdl.handle.net/2333.1/rr4xh7h2",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","746177253a",,746177253,,3498054,"http://dlib.nyu.edu/awdl/books/papyrusgrecsdp01masp"
,,"modified oclc ws","Papyrus grecs d'époque byzantine (t.2)",,,,,,,,,"http://hdl.handle.net/2333.1/n02v7716",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","746177253b",,746177253,,3498054,"http://dlib.nyu.edu/awdl/books/papyrusgrecsdp02masp"
,,"modified oclc ws","Papyrus grecs d'époque byzantine (t.3)",,,,,,,,,"http://hdl.handle.net/2333.1/h9w0w46k",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","746177253c",,746177253,,3498054,"http://dlib.nyu.edu/awdl/books/papyrusgrecsdp03masp"
"Updated this line",,"modified oclc ws","Preliminary report on early Byzantine pottery from a building complex at Kenchreai (Greece) ",,,,,,,,,"http://doi.org/2333.1/q83bk6k7","Sebastian Heath",,,,,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",,,1225156166,,4222883,
,,"modified oclc ws","Primitive art in Egypt /",,,,,,,,,"http://hdl.handle.net/2333.1/08kps24d",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746177259,,746177259,,3498064,"http://dlib.nyu.edu/awdl/books/primitiveartin00capa"
,,"oclc ws","Principaux monuments du Musee egyptien de Florence",,,,,,,,,"http://hdl.handle.net/2333.1/tx95xc6p","William B. Berend",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746177266,,746177266,,3498089,
,,"oclc ws","Principles of the Relation between Local Adverb, Verb and Sentence Particle in Hittite",,,,,,,,,"http://hdl.handle.net/2333.1/3r228292","F.A. Tjerkstra",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",637060886,,637060886,,3709821,
,,"oclc ws","Proceedings of the twelfth international congress of papyrology",,,,,,,,,"http://hdl.handle.net/2333.1/rr4xh2z5","Deborah H. Samuel",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",983467848,,983467848,,4068186,
,,"oclc ws","Ptocheia, or, Odysseus in disguise at Troy (P.Köln VI 245)",,,,,,,,,"http://hdl.handle.net/2333.1/44j0zs3c","Maryline G. Parca",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",644158104,,644158104,,4068900,
,,"oclc ws","Ptolemy and the foundations of ancient mathematical optics",,,,,,,,,"http://hdl.handle.net/2333.1/s1rn8w5q","A. Mark Smith",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",81282547,,81282547,,5987009,
,,"oclc ws","Ptolemy's theory of visual perception",,,,,,,,,"http://hdl.handle.net/2333.1/6q573x46","Alexander Jones",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",81166765,,81166765,,5987003,
,,"oclc ws","Public organization in ancient Greece : a documentary study",,,,,,,,,"http://hdl.handle.net/2333.1/vdnck30q","Nicholas F. Jones",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",988016058,,988016058,,7572643,
,,"oclc ws","Recherches de papyrologie littéraire",,,,,,,,,"http://hdl.handle.net/2333.1/zcrjdn2p","Paul Mertens",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",692051330,,692051330,,5987016,
,,"oclc ws","Register of Oxyrhynchites, 30 B.C.-A.D. 96",,,,,,,,,"http://hdl.handle.net/2333.1/n5tb2v4b","Brian W. Jones",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",681815466,,681815466,,4068231,
,,"oclc ws","Regnal Formulas in Byzantine Egypt",,,,,,,,,"http://hdl.handle.net/2333.1/mkkwhcf4","Roger S. Bagnall ",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",669326384,,669326384,,4571770,
,,"modified oclc ws","Répertoire généalogique et onomastique du Musée du Caire",,,,,,,,,"http://hdl.handle.net/2333.1/31zcrvc6",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746177268,,746177268,,3498100,"http://dlib.nyu.edu/awdl/books/rpertoiregn00legr"
,,"oclc ws","Reports of proceedings in papyri",,,,,,,,,"http://hdl.handle.net/2333.1/70rxwk3z","R.A. Coles",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",669316213,,669316213,,5684205,
,,"oclc ws","Representing power in ancient Inner Asia: legitimacy, transmission and the sacred",,,,,,,,,"http://hdl.handle.net/2333.1/9ghx3qxx","Isabelle Charleux",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",1176469305,,1176469305,,7572854,
"updated link * taken care of the oclc ws duplicate entry, check if approved, 1/4/2021, jk",,"oclc ws","Review of Ptolemaic Numismatics, 1996 to 2007 /",,,,,,,,,"http://doi.org/2333.1/9s4mw84w",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",811756919,,811756919,,3669387,
"updated link",,"oclc ws","Rome and the economic integration of empire /",,,,,,,,,"http://doi.org/2333.1/280gb73f",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",817965432,,817965432,,3679630,
,,"oclc ws","Royal administration and national religion in ancient Palestine",,,1982,,,1982,,,"http://hdl.handle.net/2333.1/p5hqc1fq","G.W. Ahlström",,,"ebook",,"Brill","monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","c5644.848",,564383198,,3709897,
,,"oclc ws","Saite and Persian demotic cattle documents : a study in legal forms and principles in ancient Egypt (P.CattleDocs.)",,,,,,,,,"http://hdl.handle.net/2333.1/hdr7stn3","Eugene Cruz-Uribe",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",988217271,,988217271,,4068794,
,,"modified oclc ws","Sarcophages antérieurs au Nouvel Empire",,,,,,,,,"http://hdl.handle.net/2333.1/tht76tj5",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746177269,,746177269,,3498104,"http://dlib.nyu.edu/awdl/books/sarcophagesant02laca"
,,"modified oclc ws","Sarcophages de l'époque bubastite à l'époque saïte t.1",,,,,,,,,"http://hdl.handle.net/2333.1/pvmcvqrr",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","746177270a",,746177270,,3498105,"http://dlib.nyu.edu/awdl/books/sarcophagesdel01more"
,,"modified oclc ws","Sarcophages de l'époque bubastite à l'époque saïte t.2",,,,,,,,,"http://hdl.handle.net/2333.1/k3j9kq8w",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","746177270b",,746177270,,3498105,"http://dlib.nyu.edu/awdl/books/sarcophagesdel02more"
,,"oclc ws","Saros cycle dates and related Babylonian astronomical texts",,,,,,,,,"http://hdl.handle.net/2333.1/bg79cxnb","Asger Aaboe",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",81150006,,81150006,,7572883,
"updated M, AN - JAS 4/12/21 ",,"oclc ws","Scarab-shaped seals /",,,,,,,,,"http://hdl.handle.net/2333.1/9kd51p7d",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746177272,,746177272,,3498108,"http://dlib.nyu.edu/awdl/books/scarabshapedseal00newb"
,,"modified oclc ws","Scarabs ",,,,,,,,,"http://hdl.handle.net/2333.1/5tb2rnpp",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",689358134,,689358134,,3498111,"http://dlib.nyu.edu/awdl/books/scarabshistory00myer"
,,"oclc ws","Selected Papers. 2. : (Hommages et Opera minora, 6)",,,,,,,,,"http://hdl.handle.net/2333.1/crjdfpx3","W.B. Henning",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",1164077052,,1164077052,,3709748,
,,"oclc ws","Seleucid Archival Texts in the Harvard Semitic Museum",,,,,,,,,"http://hdl.handle.net/2333.1/7d7wm51r","R. Wallenfels",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",988915375,,988915375,,3709807,
"Updated this line",,"oclc ws","Shenoute's Name",,,,,,,,,"http://hdl.handle.net/2333.1/05qfv49m","Roger S. Bagnall",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",1178767842,,1178767842,,7576767,
,,"oclc ws","Sigla and select marginalia in Greek literary papyri",,,,,,,,,"http://hdl.handle.net/2333.1/f7m0crgm","Kathleen McNamee",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",669344520,,669344520,,7572884,
,,"oclc ws","Siut - Theben : Zur Wertschätzung von Traditionen im alten Ägypten",,,,,,,,,"http://hdl.handle.net/2333.1/2rbnzv07","Jochem Kahl",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",945915358,,945915358,,3709883,
,,"modified oclc ws","Statuen und Statuetten von Königen und Privatleuten im Museum von Kairo, Nr. 1-1294 53",,,,,,,,,"http://hdl.handle.net/2333.1/2280gn6t",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",746177276,,746177276,,3498115,"http://dlib.nyu.edu/awdl/books/statuenundstatue53borc"
,,"oclc ws","Status declarations in Roman Egypt",,,,,,,,,"http://hdl.handle.net/2333.1/rv15dxzp","C. A. Nelson",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",654509633,,654509633,,4068226,
,,"modified oclc ws","Steingefässe / (v.1)",,,,,,,,,"http://hdl.handle.net/2333.1/x95x6mwt",,,,"ebook",,,"monograph",,,1,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","746177277a",,746177277,,3498116,"http://dlib.nyu.edu/awdl/books/steingefsse01biss"
,,"modified oclc ws","Steingefässe / (v.2)",,,,,,,,,"http://hdl.handle.net/2333.1/sn02vj17",,,,"ebook",,,"monograph",,,2,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217","746177277b",,746177277,,3498116,"http://dlib.nyu.edu/awdl/books/steingefsse02biss"
,,"oclc ws","Studies in Exegesis : Christian Critiques of Jewish Law and Rabbinic Responses 70-300 CE",,,,,,,,,"http://hdl.handle.net/2333.1/4mw6mbrc","Herbert W. Basser",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",60245831,,60245831,,3709770,
,,"oclc ws","Studies on the Hasmonean Period",,,,,,,,,"http://hdl.handle.net/2333.1/vq83bn06","J. Efron",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",572914924,,572914924,,3710192,
,,"oclc ws","Studies on the Neoplatonist Hierocles",,,,,,,,,"http://hdl.handle.net/2333.1/sn02vd83","Ilsetraut Hadot",,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",317882442,,317882442,,5986997,
,,"modified oclc ws","Tables d'offrandes /",,,,,,,,,"http://hdl.handle.net/2333.1/dbrv1gjr",,,,"ebook",,,"monograph",,,,,,,,"free",,,,,"Ancient World Digital Library","global.5644.217",769626035,,769626035,,3498122,"http://dlib.nyu.edu/awdl/books/tablesdoffrandes47ahme"
